candidate_id,source_event_id,target_event_id,source_title,target_title,semantic_score,shared_day_count,full_period_signed_corr,peak_local_signed_corr,peak_window_start_utc,peak_window_end_utc,high_corr_window_count,high_corr_window_fraction,peak_lag_days,direction_hint,leading_event_id,lagging_event_id,calendar_ec_hybrid_score
p2-11864-to-11821,11864,11821,Fed emergency rate cut in August?,Fed emergency rate cut in 2024?,0.7168592944384246,28,0.8547760708747141,0.9864124255964613,2024-08-05 00:00:00+00:00,2024-08-11 00:00:00+00:00,3,0.13636363636363635,0.0,synchronous,,,0.9055464862490502
p2-18577-to-15627,18577,15627,CDU/CSU % of vote in German Election? [2% Brackets],CDU/CSU % of vote in German Election?,0.6747426564161069,26,-0.9886150424852328,-0.9993671484730549,2025-02-22 00:00:00+00:00,2025-02-28 00:00:00+00:00,10,0.5,0.0,synchronous,,,0.9019798008559705
p2-10842-to-10827,10842,10827,Trump prison time in NY case before election?,Trump sentenced to prison in NY case before election?,0.6999434105675557,159,-0.9215323962873789,-0.9884090203676575,2024-10-11 00:00:00+00:00,2024-10-17 00:00:00+00:00,39,0.26174496644295303,0.0,synchronous,,,0.901869337427627
p2-17026-to-17022,17026,17022,Solana all time high by March 31?,Bitcoin all time high by March 31?,0.708292610130791,71,0.8858878486372694,0.982888548317226,2025-03-25 00:00:00+00:00,2025-03-31 00:00:00+00:00,39,0.6,2.0,source_leads_target,17026,17022,0.9005097668612955
p2-11878-to-11827,11878,11827,Fed decision in December?,Fed Interest Rates: November 2024,0.6840424391802588,94,0.6036255663798283,0.9928527417384991,2024-09-26 00:00:00+00:00,2024-10-02 00:00:00+00:00,22,0.25,0.0,synchronous,,,0.900209650971027
p2-17448-to-14555,17448,14555,Who will be Trump’s Director of National Intelligence?,Which Trump picks will be confirmed?,0.6713474639527892,16,0.9967438241405709,0.9969826138592127,2025-02-02 00:00:00+00:00,2025-02-08 00:00:00+00:00,9,0.9,0.0,synchronous,,,0.8992920688872856
p2-17716-to-17096,17716,17096,Will 'Captain America' Opening Weekend Box Office be >$100m?,'Captain America' Opening Weekend Box Office,0.7161873476559918,16,0.9147706643472053,0.9773064477499582,2025-02-07 00:00:00+00:00,2025-02-13 00:00:00+00:00,9,0.9,0.0,synchronous,,,0.8989707177217683
p2-11940-to-11637,11940,11637,# of debates between Trump and Harris?,Will Trump and Harris debate before election?,0.7663332227595527,34,0.5931516354278477,-0.9539468958938121,2024-08-31 00:00:00+00:00,2024-09-06 00:00:00+00:00,8,0.2857142857142857,-2.0,target_leads_source,11637,11940,0.8976627939535343
p2-17024-to-17019,17024,17019,Solana all time high by January 31?,Bitcoin all time high by January 31?,0.7149728589245615,12,0.9557132038040169,0.9758826057574431,2025-01-23 00:00:00+00:00,2025-01-29 00:00:00+00:00,6,1.0,0.0,synchronous,,,0.8976096817075786
p2-16105-to-15036,16105,15036,Khamenei out as Supreme Leader of Iran in 2025?,Khamenei out as Supreme Leader of Iran by June 30?,0.6859796774542211,185,0.7588603057543907,0.9867727418571096,2025-06-10 00:00:00+00:00,2025-06-16 00:00:00+00:00,34,0.19101123595505617,0.0,synchronous,,,0.8965348225362431
p2-903687-to-903336,903687,903336,Will there be a US government shutdown by Mar 23?,US government shutdown by Mar 9?,0.7089115118691308,10,0.9736831257551972,0.9755700800866021,2024-03-06 00:00:00+00:00,2024-03-12 00:00:00+00:00,4,1.0,0.0,synchronous,,,0.8955725096213607
p2-22032-to-22011,22032,22011,Israel military action against Iran in April?,US military action against Iran in April?,0.770741639040614,31,0.8471715050491069,0.9488913953526463,2025-04-01 00:00:00+00:00,2025-04-07 00:00:00+00:00,11,0.44,-1.0,target_leads_source,22011,22032,0.8954464684590366
p2-17023-to-15901,17023,15901,Bitcoin all time high by June 30?,Ethereum all time high by June 30?,0.7092032866936934,121,0.7305430233017891,0.9747966083692626,2025-01-28 00:00:00+00:00,2025-02-03 00:00:00+00:00,38,0.33043478260869563,3.0,source_leads_target,17023,15901,0.8951186118665918
p2-21146-to-17242,21146,17242,East Region Winner - NCAA Tournament,2025 NCAA Tournament Winner,0.6652485151335183,14,0.9895386383625042,0.9934364035258962,2025-03-24 00:00:00+00:00,2025-03-30 00:00:00+00:00,8,1.0,0.0,synchronous,,,0.8949800370081827
p2-16453-to-16188,16453,16188,OpenAI announces it has achieved AGI in 2025?,OpenAI announces it has achieved AGI before July?,0.7576276384252976,177,0.8166868843363305,-0.9503819266229828,2025-02-23 00:00:00+00:00,2025-03-01 00:00:00+00:00,24,0.1568627450980392,1.0,source_leads_target,16453,16188,0.8925556401636772
p2-17027-to-15901,17027,15901,Solana all time high by June 30?,Ethereum all time high by June 30?,0.6741391454757336,161,0.9691135039936646,0.9858735662351064,2025-05-29 00:00:00+00:00,2025-06-04 00:00:00+00:00,35,0.22580645161290322,0.0,synchronous,,,0.8923532400072944
p2-18648-to-18647,18648,18647,Will Trump Media invest in Solana before July?,Will Trump Media invest in Ethereum before July?,0.6868822681996372,131,0.8313468318188734,0.9781348019879189,2025-02-17 00:00:00+00:00,2025-02-23 00:00:00+00:00,18,0.18181818181818182,0.0,synchronous,,,0.8907590418514343
p2-903757-to-903650,903757,903650,North Carolina Governor Election Winner,Who will win North Carolina?,0.6331559070196604,164,0.6632551402897673,1.0,2024-06-17 00:00:00+00:00,2024-06-23 00:00:00+00:00,24,0.21238938053097345,-3.0,target_leads_source,903650,903757,0.889946772105898
p2-15729-to-15406,15729,15406,Will MicroStrategy hold 500k+ BTC before Trump inauguration?,Will MicroStrategy hold 500k+ BTC before 2025?,0.6753498157753467,12,0.775088652713813,0.9795557763440008,2024-12-21 00:00:00+00:00,2024-12-27 00:00:00+00:00,5,0.8333333333333334,0.0,synchronous,,,0.8882939881734045
p2-18487-to-14182,18487,14182,Will Trump end Department of Education in 2025?,Will Trump end Department of Education in first 100 days?,0.694715673575139,77,0.8865754473485034,0.9709994444170785,2025-03-19 00:00:00+00:00,2025-03-25 00:00:00+00:00,16,0.22535211267605634,0.0,synchronous,,,0.8881143131644966
p2-18194-to-18193,18194,18193,Will Elon Musk buy OpenAI in 2025?,Will Elon Musk buy OpenAI before May?,0.7593030247131635,80,0.7786478100525622,0.9424108117684861,2025-02-27 00:00:00+00:00,2025-03-05 00:00:00+00:00,15,0.23076923076923078,-2.0,target_leads_source,18193,18194,0.8874784756518892
p2-27821-to-16105,27821,16105,Khamenei out as Supreme Leader of Iran by July 31?,Khamenei out as Supreme Leader of Iran in 2025?,0.6987746181310066,43,0.9775600872215447,0.9673527510319443,2025-06-21 00:00:00+00:00,2025-06-27 00:00:00+00:00,12,0.32432432432432434,0.0,synchronous,,,0.886779311161663
p2-16475-to-15725,16475,15725,Will Trump acquire Greenland in 2025?,Will Trump acquire Greenland before July?,0.7012645200165121,176,0.9451299980048495,0.9662248555191588,2025-01-19 00:00:00+00:00,2025-01-25 00:00:00+00:00,20,0.11764705882352941,0.0,synchronous,,,0.8867367548683648
p2-10173-to-10172,10173,10172,Nebraska's 3rd Congressional District Presidential Election Winner,Nebraska's 2nd Congressional District Presidential Election Winner,0.6637420224396652,100,-0.6398799737763293,0.9803373241571217,2024-09-28 00:00:00+00:00,2024-10-04 00:00:00+00:00,18,0.35294117647058826,2.0,source_leads_target,10173,10172,0.8853587336418847
p2-19630-to-19629,19630,19629,Elon out of Trump administration in 2025?,Elon out of Trump administration before July?,0.631261526374473,94,0.7963290220123345,0.9921702821810146,2025-05-23 00:00:00+00:00,2025-05-29 00:00:00+00:00,32,0.36363636363636365,0.0,synchronous,,,0.883897655439052
p2-10250-to-10166,10250,10166,Delaware Senate Election Winner,Delaware Presidential Election Winner,0.6115400078609785,101,0.8677745136045051,-1.0000000000000002,2024-07-13 00:00:00+00:00,2024-07-19 00:00:00+00:00,17,0.2463768115942029,-3.0,target_leads_source,10166,10250,0.8834620023582936
p2-16242-to-15080,16242,15080,Yoon out as president of South Korea in 2025?,Yoon out as president of South Korea before April?,0.6907969489791439,89,0.8644869677274738,0.9655934277057714,2025-03-17 00:00:00+00:00,2025-03-23 00:00:00+00:00,27,0.3253012048192771,0.0,synchronous,,,0.8831544840877831
p2-20789-to-16094,20789,16094,Which company has best AI model end of April?,Which company has best AI model on June 30?,0.6842841124348775,51,0.937278020211409,0.9680764367722579,2025-03-22 00:00:00+00:00,2025-03-28 00:00:00+00:00,13,0.28888888888888886,0.0,synchronous,,,0.8829387394710437
p2-16872-to-14199,16872,14199,Will Trump create a Bitcoin reserve in first week?,Will Trump create Bitcoin reserve in first 100 days?,0.6416201221076456,11,0.8011878716140012,0.9858696086897444,2025-01-21 00:00:00+00:00,2025-01-27 00:00:00+00:00,3,0.6,2.0,source_leads_target,16872,14199,0.8825947627151147
p2-17107-to-16880,17107,16880,TikTok on App Store again before March?,Will TikTok be on the App Store on May 1?,0.7096440367922021,24,0.7672246415751605,0.9540650933115625,2025-01-28 00:00:00+00:00,2025-02-03 00:00:00+00:00,10,0.5555555555555556,0.0,synchronous,,,0.8807387763557544
p2-903219-to-10590,903219,10590,Ethereum ETF approved by May 31?,Ethereum ETF approved in 2024?,0.622226484398672,17,0.9741842498880792,0.9913755360898573,2024-05-15 00:00:00+00:00,2024-05-21 00:00:00+00:00,4,0.36363636363636365,0.0,synchronous,,,0.8806308205825016
p2-12006-to-11976,12006,11976,Will Ukraine hold Kursk through October 31?,Will Ukraine hold Kursk through Aug 31?,0.6582566206126522,20,0.9644313566966909,0.9752201356272475,2024-08-14 00:00:00+00:00,2024-08-20 00:00:00+00:00,12,0.8571428571428571,0.0,synchronous,,,0.8801310811228689
p2-17051-to-17027,17051,17027,XRP all time high by when?,Solana all time high by June 30?,0.6209578753819947,160,0.7996525464291161,0.9908926209662376,2025-03-07 00:00:00+00:00,2025-03-13 00:00:00+00:00,48,0.3116883116883117,1.0,source_leads_target,17051,17027,0.8799121972909647
p2-23702-to-16171,23702,16171,2025 May hottest on record?,Will 2025 be the hottest year on record?,0.6718712517859606,42,0.9165733618602584,0.9689576170963163,2025-04-30 00:00:00+00:00,2025-05-06 00:00:00+00:00,16,0.4444444444444444,3.0,source_leads_target,23702,16171,0.8798317075032096
p2-28126-to-25811,28126,25811,Will Tesla launch a driverless Robotaxi service before August?,Will Tesla launch a driverless Robotaxi service in 2025?,0.788301923089733,42,0.926968420992244,0.9178941224027581,2025-07-08 00:00:00+00:00,2025-07-14 00:00:00+00:00,13,0.3611111111111111,0.0,synchronous,,,0.8790164626088506
p2-15621-to-14994,15621,14994,Litecoin ETF approved by July 31?,Ripple ETF approved by July 31?,0.6071654256585965,226,0.8190610986467062,0.9947870862055116,2025-06-24 00:00:00+00:00,2025-06-30 00:00:00+00:00,53,0.24766355140186916,0.0,synchronous,,,0.878500588041437
p2-14994-to-14630,14994,14630,Ripple ETF approved by July 31?,Doge ETF approved by July 31?,0.6293793608496117,242,0.5379727544490077,0.9850810197057984,2025-06-04 00:00:00+00:00,2025-06-10 00:00:00+00:00,37,0.15677966101694915,0.0,synchronous,,,0.8783705220489423
p2-22213-to-22212,22213,22212,Negative GDP growth in Q3 2025?,Negative GDP growth in Q2 2025?,0.6423968462512282,115,0.7040617447247561,0.9778526475668572,2025-07-24 00:00:00+00:00,2025-07-30 00:00:00+00:00,34,0.3119266055045872,-3.0,target_leads_source,22212,22213,0.8772159071721685
p2-17051-to-15901,17051,15901,XRP all time high by when?,Ethereum all time high by June 30?,0.6389638668838759,161,0.8479664349792577,0.9792095669242037,2025-03-06 00:00:00+00:00,2025-03-12 00:00:00+00:00,42,0.2727272727272727,2.0,source_leads_target,17051,15901,0.8771358569121054
p2-23878-to-16868,23878,16868,Romanian Presidential Election Margin of Victory,Romania Presidential Election Winner,0.6183569212788016,15,0.9690634267724213,0.9868447880055444,2025-05-13 00:00:00+00:00,2025-05-19 00:00:00+00:00,9,1.0,0.0,synchronous,,,0.8762984279875216
p2-17019-to-15905,17019,15905,Bitcoin all time high by January 31?,Ethereum all time high by January 31?,0.73033439286149,12,0.9505714477222986,0.9372081812923231,2025-01-21 00:00:00+00:00,2025-01-27 00:00:00+00:00,6,1.0,0.0,synchronous,,,0.8751460447630731
p2-17026-to-15900,17026,15900,Solana all time high by March 31?,Ethereum all time high by March 31?,0.6920176449193454,71,0.9779443989668031,0.9534155081607433,2025-02-03 00:00:00+00:00,2025-02-09 00:00:00+00:00,26,0.4,0.0,synchronous,,,0.8749961491883238
p2-27844-to-26898,27844,26898,Will Israel declare war on Iran before July?,Will the US officially declare war on Iran before July?,0.6574678526529393,13,0.6913738009692729,0.9676015549514567,2025-06-22 00:00:00+00:00,2025-06-28 00:00:00+00:00,3,0.42857142857142855,3.0,source_leads_target,27844,26898,0.8745614442619014
p2-17241-to-17239,17241,17239,Will The Left wins 5% or more of vote in German election? ,FDP wins 5% or more of vote in German election? ,0.5957213087227146,50,-0.6439166327082936,-0.9939432646582994,2025-02-22 00:00:00+00:00,2025-02-28 00:00:00+00:00,18,0.4186046511627907,3.0,source_leads_target,17241,17239,0.874476677877624
p2-20802-to-20801,20802,20801,Ethereum all time high before 2026?,Bitcoin all time high before 2026?,0.6628299605144431,71,0.7363762188333771,0.9651158648929905,2025-04-20 00:00:00+00:00,2025-04-26 00:00:00+00:00,21,0.3230769230769231,-2.0,target_leads_source,20801,20802,0.8744300935794262
p2-16756-to-16528,16756,16528,Karen Bass out as Mayor of LA in 2025?,Karen Bass out as Mayor of LA before April?,0.7492312281440596,77,0.6561351137499659,0.9273732240825882,2025-01-24 00:00:00+00:00,2025-01-30 00:00:00+00:00,15,0.2112676056338028,-3.0,target_leads_source,16528,16756,0.8739306253010295
p2-26668-to-17809,26668,17809,US-Iran nuclear deal before August?,US-Iran nuclear deal in 2025?,0.625080317981548,52,0.7740688128372452,-0.9798744032547467,2025-07-13 00:00:00+00:00,2025-07-19 00:00:00+00:00,16,0.34782608695652173,0.0,synchronous,,,0.873436177672787
p2-18649-to-18647,18649,18647,Will Trump Media invest in $TRUMP before July?,Will Trump Media invest in Ethereum before July?,0.6847778097777827,123,0.8243214219725836,-0.9535227806909506,2025-05-09 00:00:00+00:00,2025-05-15 00:00:00+00:00,17,0.2073170731707317,0.0,synchronous,,,0.8728992894170002
p2-25895-to-25894,25895,25894,FIFA Club World Cup: Group F winner ,FIFA Club World Cup: Group E winner ,0.7436036212915048,22,-0.8836896722515774,0.9269921342667707,2025-06-18 00:00:00+00:00,2025-06-24 00:00:00+00:00,8,0.5,0.0,synchronous,,,0.8719755803741909
p2-22044-to-16430,22044,16430,Which party wins most seats in Manitoba?,Which Party wins most seats in Canadian election?,0.6846907386627583,29,-0.5816083386099504,-0.9519637786213754,2025-04-24 00:00:00+00:00,2025-04-30 00:00:00+00:00,3,0.13043478260869565,0.0,synchronous,,,0.8717818666337902
p2-23694-to-20801,23694,20801,Bitcoin all time high in May?,Bitcoin all time high before 2026?,0.5756642724679051,22,0.922704644518647,0.9986140928853927,2025-05-05 00:00:00+00:00,2025-05-11 00:00:00+00:00,10,0.625,0.0,synchronous,,,0.8717291467601463
p2-13793-to-13665,13793,13665,Another Israeli military action against Iran in 2024?,U.S. military action against Iran in 2024?,0.7002811291926849,65,0.914602961340105,0.9452052891167763,2024-12-05 00:00:00+00:00,2024-12-11 00:00:00+00:00,17,0.288135593220339,-2.0,target_leads_source,13665,13793,0.8717280411395487
p2-22582-to-22581,22582,22581,April Inflation - Annual,April Inflation - Monthly,0.5823960426382266,33,0.8484582974218945,0.995619193003054,2025-05-07 00:00:00+00:00,2025-05-13 00:00:00+00:00,6,0.2222222222222222,0.0,synchronous,,,0.8716522478936057
p2-903656-to-10022,903656,10022,Ohio Presidential Election Winner,Ohio Senate Election Winner,0.5717379183492903,174,0.5304929612666505,-1.0,2024-06-05 00:00:00+00:00,2024-06-11 00:00:00+00:00,28,0.23728813559322035,0.0,synchronous,,,0.871521375504787
p2-11781-to-11779,11781,11779,Solana all time high in August?,Bitcoin all time high in August?,0.6414388765738777,32,0.6164646245098393,0.969921415498662,2024-08-10 00:00:00+00:00,2024-08-16 00:00:00+00:00,11,0.4230769230769231,1.0,source_leads_target,11781,11779,0.8713766538212266
p2-11022-to-10799,11022,10799,Next Israel x Hamas ceasefire in…?,Israel x Hamas ceasefire before September?,0.5946887912676226,83,-0.7959715404351901,-0.98957411793406,2024-06-20 00:00:00+00:00,2024-06-26 00:00:00+00:00,24,0.3116883116883117,0.0,synchronous,,,0.8711085199341289
p2-20818-to-20802,20818,20802,XRP all time high before 2026?,Ethereum all time high before 2026?,0.619909442664377,126,0.6282906261994667,0.9782970687429174,2025-07-11 00:00:00+00:00,2025-07-17 00:00:00+00:00,26,0.21666666666666667,1.0,source_leads_target,20818,20802,0.8707807809193553
p2-13471-to-13469,13471,13469,$300m in $WLFI sold before election?,$100m in $WLFI sold before election?,0.601245486085388,21,0.8969527247717672,0.9859340425054941,2024-10-27 00:00:00+00:00,2024-11-02 00:00:00+00:00,9,0.6,-1.0,target_leads_source,13469,13471,0.8705274755794623
p2-24819-to-23092,24819,23092,Will Putin meet with Zelenskyy in 2025?,Will Putin meet with Zelenskyy before July?,0.6328288767480081,43,0.9107655255941103,0.972178332713662,2025-05-20 00:00:00+00:00,2025-05-26 00:00:00+00:00,10,0.2702702702702703,0.0,synchronous,,,0.8703734959239658
p2-11798-to-10833,11798,10833,Will Kamala Harris drop out of presidential race?,Will Trump drop out of presidential race?,0.6144022127142397,98,0.9175116180586745,0.9792043313528848,2024-09-29 00:00:00+00:00,2024-10-05 00:00:00+00:00,23,0.25,0.0,synchronous,,,0.8697636957612912
p2-11780-to-11779,11780,11779,Ethereum all time high in August?,Bitcoin all time high in August?,0.6556146328166631,33,0.8585607337258061,0.9606816853990735,2024-08-08 00:00:00+00:00,2024-08-14 00:00:00+00:00,4,0.14814814814814814,3.0,source_leads_target,11780,11779,0.8691615696243503
p2-22531-to-16095,22531,16095,Which company has best AI model end of May?,Which company has best AI model end of 2025?,0.7560863902337462,52,0.7174177604538562,0.9169916693482382,2025-04-21 00:00:00+00:00,2025-04-27 00:00:00+00:00,16,0.34782608695652173,-3.0,target_leads_source,16095,22531,0.8687200856138906
p2-17088-to-16108,17088,16108,Russia x Ukraine ceasefire before July?,Russia x Ukraine ceasefire in 2025?,0.6085077230770641,161,0.9714236188774945,0.9794980407457019,2025-03-03 00:00:00+00:00,2025-03-09 00:00:00+00:00,107,0.6903225806451613,0.0,synchronous,,,0.8682009454451105
p2-16201-to-15729,16201,15729,Will MicroStrategy hold 500k+ BTC before March?,Will MicroStrategy hold 500k+ BTC before Trump inauguration?,0.6574948328861556,20,0.8358624719820452,0.9584192909752144,2025-01-10 00:00:00+00:00,2025-01-16 00:00:00+00:00,7,0.5,-2.0,target_leads_source,15729,16201,0.8681419535484967
p2-20818-to-20801,20818,20801,XRP all time high before 2026?,Bitcoin all time high before 2026?,0.6387386164085316,69,0.5438875703854454,0.9652975512712161,2025-03-20 00:00:00+00:00,2025-03-26 00:00:00+00:00,12,0.19047619047619047,-1.0,target_leads_source,20801,20818,0.8673298708124106
p2-22805-to-16108,22805,16108,Russia x Ukraine ceasefire before October?,Russia x Ukraine ceasefire in 2025?,0.5743983281997267,109,0.9894457473249614,0.9928455559191586,2025-04-18 00:00:00+00:00,2025-04-24 00:00:00+00:00,65,0.6310679611650486,0.0,synchronous,,,0.8673113876033289
p2-25632-to-25631,25632,25631,NBA Finals: Thunder vs. Pacers ,NBA Finals: Thunder vs. Pacers series outcome ,0.5649088782660338,11,0.803376208895343,0.9968948710787701,2025-06-02 00:00:00+00:00,2025-06-08 00:00:00+00:00,4,0.8,0.0,synchronous,,,0.8672990732349491
p2-12283-to-12006,12283,12006,Will Ukraine hold Kursk through 2024?,Will Ukraine hold Kursk through October 31?,0.6027595104758294,65,0.5805023934550658,0.9806341471611002,2024-09-13 00:00:00+00:00,2024-09-19 00:00:00+00:00,18,0.3050847457627119,0.0,synchronous,,,0.867271756155519
p2-17699-to-17698,17699,17698,Will Trump increase tariffs on Canada before May?,Will Trump increase tariffs on Mexico before May?,0.5578603707375935,90,0.7629536269466294,0.9998410019780611,2025-04-23 00:00:00+00:00,2025-04-29 00:00:00+00:00,16,0.19047619047619047,0.0,synchronous,,,0.8672468126059208
p2-903662-to-10257,903662,10257,Massachusetts Presidential Election Winner,Massachusetts Senate Election Winner,0.5998184190626444,95,0.7031850384123565,0.9808279074237994,2024-10-29 00:00:00+00:00,2024-11-04 00:00:00+00:00,19,0.2714285714285714,3.0,source_leads_target,903662,10257,0.8665250609154529
p2-18500-to-18498,18500,18498,Manchester United vs. Ipswich,Tottenham vs. Manchester City,0.5674961391912149,13,0.9853192574823887,0.9946165264991337,2025-02-21 00:00:00+00:00,2025-02-27 00:00:00+00:00,3,0.42857142857142855,0.0,synchronous,,,0.8664804103067579
